"","yearID","teamID","lgID","Rank","G","W","L","winpercent","playoffs","payroll","dolperwin","mlbpayroll","avgpayroll","percentofmlb","mlbwin","mlbdolperwin","payrank","paydiff","percentdiff","winpercentdiff","percentofmlbdiff","payincreased","winincreased","percentofmlbincreased","payrankdiff","payrankincreased"
"518","1987","MON","NL",3,162,91,71,0.562,"N",6942052,76286.2857142857,272575375,10483668.2692308,0.0255,2105,129489.489311164,23,-4161548,-0.3748,0.0780000000000001,-0.0106,"No","Yes","No",8,"Yes"
"519","1988","MON","NL",3,163,81,81,0.5,"N",9603333,118559.666666667,300452424,11555862.4615385,0.032,2098,143208.972354623,18,2661281,0.3834,-0.0620000000000001,0.0065,"Yes","No","Yes",-5,"No"
"520","1989","MON","NL",4,162,81,81,0.5,"N",13807389,170461.592592593,359995711,13845988.8846154,0.0384,2103,171181.983357109,15,4204056,0.4378,0,0.0064,"Yes","No","Yes",-3,"No"
"521","1990","MON","NL",3,162,85,77,0.525,"N",16586388,195133.976470588,443881193,17072353.5769231,0.0374,2105,210869.925415677,15,2778999,0.2013,0.025,-0.000999999999999994,"Yes","Yes","No",0,"No"
"522","1991","MON","NL",6,161,71,90,0.441,"N",10732333,151159.61971831,613048418,23578785.3076923,0.0175,2104,291372.822243346,26,-5854055,-0.3529,-0.084,-0.0199,"No","No","No",11,"Yes"
"523","1992","MON","NL",2,162,87,75,0.537,"N",15822334,181865.908045977,805543323,30982435.5,0.0196,2106,382499.203703704,24,5090001,0.4743,0.096,0.0021,"Yes","Yes","Yes",-2,"No"
"524","1993","MON","NL",2,163,94,68,0.58,"N",18899333,201056.734042553,901740134,32205004.7857143,0.021,2268,397592.651675485,26,3076999,0.1945,0.0429999999999999,0.0014,"Yes","Yes","Yes",2,"Yes"
"525","1994","MON","NL",1,114,74,40,0.649,"N",19098000,258081.081081081,927836287,33137010.25,0.0206,1599,580260.342088806,27,198667,0.0105,0.0690000000000001,-0.000400000000000001,"Yes","Yes","No",1,"Yes"
"526","1995","MON","NL",5,144,66,78,0.458,"N",12364000,187333.333333333,951469367,33981048.8214286,0.013,2016,471959.01140873,28,-6734000,-0.3526,-0.191,-0.0076,"No","No","No",1,"Yes"
"527","1996","MON","NL",2,162,88,74,0.543,"N",16264500,184823.863636364,956983550,34177983.9285714,0.017,2266,422322.837599294,28,3900500,0.3155,0.085,0.004,"Yes","Yes","Yes",0,"No"
"528","1997","MON","NL",4,162,78,84,0.481,"N",19295500,247378.205128205,1127285885,40260210.1785714,0.0171,2266,497478.325242718,26,3031000,0.1864,-0.0620000000000001,9.99999999999994e-05,"Yes","No","Yes",-2,"No"
"529","1998","MON","NL",4,162,65,97,0.401,"N",10641500,163715.384615385,1278282871,42609429.0333333,0.0083,2430,526042.333744856,30,-8654000,-0.4485,-0.08,-0.0088,"No","No","No",4,"Yes"
"530","1999","MON","NL",4,162,68,94,0.42,"N",17903000,263279.411764706,1494228750,49807625,0.012,2427,615669.035846724,30,7261500,0.6824,0.019,0.0037,"Yes","Yes","Yes",0,"No"
"531","2000","MON","NL",4,162,67,95,0.414,"N",32994333,492452.731343284,1666135102,55537836.7333333,0.0198,2428,686217.093080725,24,15091333,0.8429,-0.00600000000000001,0.0078,"Yes","No","Yes",-6,"No"
"532","2001","MON","NL",5,162,68,94,0.42,"N",35159500,517051.470588235,1960663313,65355443.7666667,0.0179,2428,807521.957578254,28,2165167,0.0656,0.00600000000000001,-0.0019,"Yes","Yes","No",4,"Yes"
"533","2002","MON","NL",2,162,83,79,0.512,"N",38670500,465909.638554217,2024077522,67469250.7333333,0.0191,2425,834671.143092784,29,3511000,0.0999,0.092,0.0012,"Yes","Yes","Yes",1,"Yes"
"534","2003","MON","NL",4,162,83,79,0.512,"N",51948500,625885.542168675,2128262128,70942070.9333333,0.0244,2429,876188.607657472,20,13278000,0.3434,0,0.0053,"Yes","No","Yes",-9,"No"
"535","2004","MON","NL",5,162,67,95,0.414,"N",40897500,610410.447761194,2070665943,69022198.1,0.0198,2428,852827.818369028,26,-11051000,-0.2127,-0.098,-0.0046,"No","No","No",6,"Yes"
"536","1985","NYM","NL",2,162,98,64,0.605,"N",10834762,110558.795918367,261964696,10075565.2307692,0.0414,2101,124685.719181342,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","1986","NYM","NL",1,162,108,54,0.667,"Y",15393714,142534.388888889,307854518,11840558.3846154,0.05,2102,146457.905803996,4,4558952,0.4208,0.0620000000000001,0.0086,"Yes","Yes","Yes",-7,"No"
"538","1987","NYM","NL",2,162,92,70,0.568,"N",13846714,150507.760869565,272575375,10483668.2692308,0.0508,2105,129489.489311164,5,-1547000,-0.1005,-0.0990000000000001,0.000799999999999995,"No","No","Yes",1,"Yes"
"539","1988","NYM","NL",1,160,100,60,0.625,"Y",15269314,152693.14,300452424,11555862.4615385,0.0508,2098,143208.972354623,3,1422600,0.1027,0.0570000000000001,0,"Yes","Yes","No",-2,"No"
"540","1989","NYM","NL",2,162,87,75,0.537,"N",19885071,228564.034482759,359995711,13845988.8846154,0.0552,2103,171181.983357109,2,4615757,0.3023,-0.088,0.0044,"Yes","No","Yes",-1,"No"
"541","1990","NYM","NL",2,162,91,71,0.562,"N",21722834,238712.461538462,443881193,17072353.5769231,0.0489,2105,210869.925415677,2,1837763,0.0924,0.025,-0.0063,"Yes","Yes","No",0,"No"
"542","1991","NYM","NL",5,161,77,84,0.478,"N",32590001,423246.766233766,613048418,23578785.3076923,0.0532,2104,291372.822243346,5,10867167,0.5003,-0.0840000000000001,0.0043,"Yes","No","Yes",3,"Yes"
"543","1992","NYM","NL",5,162,72,90,0.444,"N",44602002,619472.25,805543323,30982435.5,0.0554,2106,382499.203703704,3,12012001,0.3686,-0.034,0.0022,"Yes","No","Yes",-2,"No"
"544","1993","NYM","NL",7,162,59,103,0.364,"N",39043667,661757.06779661,901740134,32205004.7857143,0.0433,2268,397592.651675485,9,-5558335,-0.1246,-0.08,-0.0121,"No","No","No",6,"Yes"
"545","1994","NYM","NL",3,113,55,58,0.487,"N",30956583,562846.963636364,927836287,33137010.25,0.0334,1599,580260.342088806,17,-8087084,-0.2071,0.123,-0.0099,"No","Yes","No",8,"Yes"
"546","1995","NYM","NL",2,144,69,75,0.479,"N",27674992,401086.84057971,951469367,33981048.8214286,0.0291,2016,471959.01140873,22,-3281591,-0.106,-0.00800000000000001,-0.0043,"No","No","No",5,"Yes"
"547","1996","NYM","NL",4,162,71,91,0.438,"N",24479500,344781.690140845,956983550,34177983.9285714,0.0256,2266,422322.837599294,21,-3195492,-0.1155,-0.041,-0.0035,"No","No","No",-1,"No"
"548","1997","NYM","NL",3,162,88,74,0.543,"N",39800400,452277.272727273,1127285885,40260210.1785714,0.0353,2266,497478.325242718,16,15320900,0.6259,0.105,0.0097,"Yes","Yes","Yes",-5,"No"
"549","1998","NYM","NL",2,162,88,74,0.543,"N",52077999,591795.443181818,1278282871,42609429.0333333,0.0407,2430,526042.333744856,9,12277599,0.3085,0,0.0054,"Yes","No","Yes",-7,"No"
"550","1999","NYM","NL",2,163,97,66,0.595,"Y",65092092,671052.494845361,1494228750,49807625,0.0436,2427,615669.035846724,8,13014093,0.2499,0.0519999999999999,0.0029,"Yes","Yes","Yes",-1,"No"
"551","2000","NYM","NL",2,162,94,68,0.58,"Y",79509776,845848.680851064,1666135102,55537836.7333333,0.0477,2428,686217.093080725,6,14417684,0.2215,-0.015,0.0041,"Yes","No","Yes",-2,"No"
"552","2001","NYM","NL",3,162,82,80,0.506,"N",93174428,1136273.51219512,1960663313,65355443.7666667,0.0475,2428,807521.957578254,4,13664652,0.1719,-0.074,-0.000199999999999999,"Yes","No","No",-2,"No"
"553","2002","NYM","NL",5,161,75,86,0.466,"N",94633593,1261781.24,2024077522,67469250.7333333,0.0468,2425,834671.143092784,6,1459165,0.0157,-0.04,-0.000699999999999999,"Yes","No","No",2,"Yes"
"554","2003","NYM","NL",5,161,66,95,0.41,"N",116876429,1770854.98484848,2128262128,70942070.9333333,0.0549,2429,876188.607657472,2,22242836,0.235,-0.056,0.0081,"Yes","No","Yes",-4,"No"
"555","2004","NYM","NL",4,162,71,91,0.438,"N",96660970,1361422.11267606,2070665943,69022198.1,0.0467,2428,852827.818369028,4,-20215459,-0.173,0.028,-0.0082,"No","Yes","No",2,"Yes"
"556","2005","NYM","NL",3,162,83,79,0.512,"N",101305821,1220552.06024096,2188713398,72957113.2666667,0.0463,2430,900705.102057613,3,4644851,0.0481,0.074,-0.000399999999999998,"Yes","Yes","No",-1,"No"
"557","2006","NYM","NL",1,162,97,65,0.599,"Y",101084963,1042113.02061856,2321472617,77382420.5666667,0.0435,2429,955731.830794566,5,-220858,-0.0022,0.087,-0.0028,"No","Yes","No",2,"Yes"
"558","2007","NYM","NL",2,162,88,74,0.543,"N",115231663,1309450.71590909,2476688987,82556299.5666667,0.0465,2431,1018794.31797614,3,14146700,0.1399,-0.0559999999999999,0.003,"Yes","No","Yes",-2,"No"
"559","2008","NYM","NL",2,162,89,73,0.549,"N",137793376,1548240.17977528,2684858670,89495289,0.0513,2428,1105790.22652389,2,22561713,0.1958,0.00600000000000001,0.0048,"Yes","Yes","Yes",-1,"No"
"560","2009","NYM","NL",4,162,70,92,0.432,"N",149373987,2133914.1,2664726994,88824233.1333333,0.0561,2430,1096595.47078189,2,11580611,0.084,-0.117,0.0048,"Yes","No","Yes",0,"No"
"561","2010","NYM","NL",4,162,79,83,0.488,"N",134422942,1701556.2278481,2721359865,90711995.5,0.0494,2430,1119901.17901235,5,-14951045,-0.1001,0.056,-0.0067,"No","Yes","No",3,"Yes"
"562","2011","NYM","NL",4,162,77,85,0.475,"N",118847309,1543471.54545455,2784505291,92816843.0333333,0.0427,2429,1146358.70358172,7,-15575633,-0.1159,-0.013,-0.0067,"No","No","No",2,"Yes"
"563","2012","NYM","NL",4,162,74,88,0.457,"N",93353983,1261540.31081081,2932741192,97758039.7333333,0.0318,2430,1206889.37942387,14,-25493326,-0.2145,-0.018,-0.0109,"No","No","No",7,"Yes"
"564","2013","NYM","NL",4,162,74,88,0.457,"N",49448346,668220.891891892,3034525648,101150854.933333,0.0163,2431,1248262.29864253,28,-43905637,-0.4703,0,-0.0155,"No","No","No",14,"Yes"
"565","2014","NYM","NL",3,162,79,83,0.488,"N",85556990,1082999.87341772,3192317623,106410587.433333,0.0268,2430,1313710.95596708,19,36108644,0.7302,0.031,0.0105,"Yes","Yes","Yes",-9,"No"
"566","2015","NYM","NL",1,162,90,72,0.556,"Y",96766683,1075185.36666667,3514142569,117138085.633333,0.0275,2429,1446744.57348703,21,11209693,0.131,0.0680000000000001,0.000699999999999999,"Yes","Yes","Yes",2,"Yes"
"567","2016","NYM","NL",2,162,87,75,0.537,"Y",133889129,1538955.50574713,3750137392,125004579.733333,0.0357,2427,1545174.03873094,14,37122446,0.3836,-0.019,0.0082,"Yes","No","Yes",-7,"No"
"568","1985","NYY","AL",2,161,97,64,0.602,"N",14238204,146785.608247423,261964696,10075565.2307692,0.0544,2101,124685.719181342,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","1986","NYY","AL",2,162,90,72,0.556,"N",18494253,205491.7,307854518,11840558.3846154,0.0601,2102,146457.905803996,1,4256049,0.2989,-0.0459999999999999,0.0057,"Yes","No","Yes",-2,"No"
"570","1987","NYY","AL",4,162,89,73,0.549,"N",17099714,192131.617977528,272575375,10483668.2692308,0.0627,2105,129489.489311164,1,-1394539,-0.0754,-0.00700000000000001,0.00260000000000001,"No","No","Yes",0,"No"
"571","1988","NYY","AL",5,161,85,76,0.528,"N",19441152,228719.435294118,300452424,11555862.4615385,0.0647,2098,143208.972354623,1,2341438,0.1369,-0.021,0.00199999999999999,"Yes","No","Yes",0,"No"
"572","1989","NYY","AL",5,161,74,87,0.46,"N",17114375,231275.337837838,359995711,13845988.8846154,0.0475,2103,171181.983357109,5,-2326777,-0.1197,-0.068,-0.0172,"No","No","No",4,"Yes"
"573","1990","NYY","AL",7,162,67,95,0.414,"N",20912318,312124.149253731,443881193,17072353.5769231,0.0471,2105,210869.925415677,5,3797943,0.2219,-0.046,-0.000399999999999998,"Yes","No","No",0,"No"
"574","1991","NYY","AL",5,162,71,91,0.438,"N",27344168,385129.126760563,613048418,23578785.3076923,0.0446,2104,291372.822243346,7,6431850,0.3076,0.024,-0.0025,"Yes","Yes","No",2,"Yes"
"575","1992","NYY","AL",4,162,76,86,0.469,"N",37543334,493991.236842105,805543323,30982435.5,0.0466,2106,382499.203703704,6,10199166,0.373,0.031,0.002,"Yes","Yes","Yes",-1,"No"
"576","1993","NYY","AL",2,162,88,74,0.543,"N",42624900,484373.863636364,901740134,32205004.7857143,0.0473,2268,397592.651675485,3,5081566,0.1354,0.0740000000000001,0.000699999999999999,"Yes","Yes","Yes",-3,"No"
"577","1994","NYY","AL",1,113,70,43,0.619,"N",45731334,653304.771428571,927836287,33137010.25,0.0493,1599,580260.342088806,2,3106434,0.0729,0.076,0.00199999999999999,"Yes","Yes","Yes",-1,"No"
"578","1995","NYY","AL",2,145,79,65,0.549,"Y",48874851,618669,951469367,33981048.8214286,0.0514,2016,471959.01140873,2,3143517,0.0687,-0.07,0.0021,"Yes","No","Yes",0,"No"
"579","1996","NYY","AL",1,162,92,70,0.568,"Y",54191792,589041.217391304,956983550,34177983.9285714,0.0566,2266,422322.837599294,2,5316941,0.1088,0.0189999999999999,0.0052,"Yes","Yes","Yes",0,"No"
"580","1997","NYY","AL",2,162,96,66,0.593,"Y",62241545,648349.427083333,1127285885,40260210.1785714,0.0552,2266,497478.325242718,1,8049753,0.1485,0.025,-0.0014,"Yes","Yes","No",-1,"No"
"581","1998","NYY","AL",1,162,114,48,0.704,"Y",66806867,586025.149122807,1278282871,42609429.0333333,0.0523,2430,526042.333744856,2,4565322,0.0733,0.111,-0.0029,"Yes","Yes","No",1,"Yes"
"582","1999","NYY","AL",1,162,98,64,0.605,"Y",86734359,885044.479591837,1494228750,49807625,0.058,2427,615669.035846724,1,19927492,0.2983,-0.099,0.0057,"Yes","No","Yes",-1,"No"
"583","2000","NYY","AL",1,161,87,74,0.54,"Y",92338260,1061359.31034483,1666135102,55537836.7333333,0.0554,2428,686217.093080725,1,5603901,0.0646,-0.0649999999999999,-0.00260000000000001,"Yes","No","No",0,"No"
"584","2001","NYY","AL",1,161,95,65,0.594,"Y",112287143,1181969.92631579,1960663313,65355443.7666667,0.0573,2428,807521.957578254,1,19948883,0.216,0.0539999999999999,0.0019,"Yes","Yes","Yes",0,"No"
"585","2002","NYY","AL",1,161,103,58,0.64,"Y",125928583,1222607.60194175,2024077522,67469250.7333333,0.0622,2425,834671.143092784,1,13641440,0.1215,0.046,0.0049,"Yes","Yes","Yes",0,"No"
"586","2003","NYY","AL",1,163,101,61,0.623,"Y",152749814,1512374.3960396,2128262128,70942070.9333333,0.0718,2429,876188.607657472,1,26821231,0.213,-0.017,0.0096,"Yes","No","Yes",0,"No"
"587","2004","NYY","AL",1,162,101,61,0.623,"Y",184193950,1823702.47524752,2070665943,69022198.1,0.089,2428,852827.818369028,1,31444136,0.2059,0,0.0172,"Yes","No","Yes",0,"No"
"588","2005","NYY","AL",1,162,95,67,0.586,"Y",208306817,2192703.33684211,2188713398,72957113.2666667,0.0952,2430,900705.102057613,1,24112867,0.1309,-0.037,0.00620000000000001,"Yes","No","Yes",0,"No"
"589","2006","NYY","AL",1,162,97,65,0.599,"Y",194663079,2006835.86597938,2321472617,77382420.5666667,0.0839,2429,955731.830794566,1,-13643738,-0.0655,0.013,-0.0113,"No","Yes","No",0,"No"
"590","2007","NYY","AL",2,162,94,68,0.58,"Y",189259045,2013394.09574468,2476688987,82556299.5666667,0.0764,2431,1018794.31797614,1,-5404034,-0.0278,-0.019,-0.00750000000000001,"No","No","No",0,"No"
"591","2008","NYY","AL",3,162,89,73,0.549,"N",207896789,2335918.97752809,2684858670,89495289,0.0774,2428,1105790.22652389,1,18637744,0.0985,-0.0309999999999999,0.001,"Yes","No","Yes",0,"No"
"592","2009","NYY","AL",1,162,103,59,0.636,"Y",201449189,1955817.36893204,2664726994,88824233.1333333,0.0756,2430,1096595.47078189,1,-6447600,-0.031,0.087,-0.0018,"No","Yes","No",0,"No"
"593","2010","NYY","AL",2,162,95,67,0.586,"Y",206333389,2171930.41052632,2721359865,90711995.5,0.0758,2430,1119901.17901235,1,4884200,0.0242,-0.05,0.000200000000000006,"Yes","No","Yes",0,"No"
"594","2011","NYY","AL",1,162,97,65,0.599,"Y",202275028,2085309.56701031,2784505291,92816843.0333333,0.0726,2429,1146358.70358172,1,-4058361,-0.0197,0.013,-0.00320000000000001,"No","Yes","No",0,"No"
"595","2012","NYY","AL",1,162,95,67,0.586,"Y",196522289,2068655.67368421,2932741192,97758039.7333333,0.067,2430,1206889.37942387,1,-5752739,-0.0284,-0.013,-0.00559999999999999,"No","No","No",0,"No"
"596","2013","NYY","AL",4,162,85,77,0.525,"N",231978886,2729163.36470588,3034525648,101150854.933333,0.0764,2431,1248262.29864253,1,35456597,0.1804,-0.0609999999999999,0.00939999999999999,"Yes","No","Yes",0,"No"
"597","2014","NYY","AL",2,162,84,78,0.519,"N",197543907,2351713.17857143,3192317623,106410587.433333,0.0619,2430,1313710.95596708,2,-34434979,-0.1484,-0.00600000000000001,-0.0145,"No","No","No",1,"Yes"
"598","2015","NYY","AL",2,162,87,75,0.537,"Y",212751957,2445424.79310345,3514142569,117138085.633333,0.0605,2429,1446744.57348703,2,15208050,0.077,0.018,-0.0014,"Yes","Yes","No",0,"No"
"599","2016","NYY","AL",4,162,84,78,0.519,"N",222997792,2654735.61904762,3750137392,125004579.733333,0.0595,2427,1545174.03873094,1,10245835,0.0482,-0.018,-0.001,"Yes","No","No",-1,"No"
"600","1985","OAK","AL",4,162,77,85,0.475,"N",9058606,117644.233766234,261964696,10075565.2307692,0.0346,2101,124685.719181342,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","1986","OAK","AL",3,162,76,86,0.469,"N",9779421,128676.592105263,307854518,11840558.3846154,0.0318,2102,146457.905803996,21,720815,0.0796,-0.00600000000000001,-0.0028,"Yes","No","No",2,"Yes"
"602","1987","OAK","AL",3,162,81,81,0.5,"N",11680839,144207.888888889,272575375,10483668.2692308,0.0429,2105,129489.489311164,12,1901418,0.1944,0.031,0.0111,"Yes","Yes","Yes",-9,"No"
"603","1988","OAK","AL",1,162,104,58,0.642,"Y",9690000,93173.0769230769,300452424,11555862.4615385,0.0323,2098,143208.972354623,17,-1990839,-0.1704,0.142,-0.0106,"No","Yes","No",5,"Yes"
"604","1989","OAK","AL",1,162,99,63,0.611,"Y",15613070,157707.777777778,359995711,13845988.8846154,0.0434,2103,171181.983357109,8,5923070,0.6113,-0.031,0.0111,"Yes","No","Yes",-9,"No"
"605","1990","OAK","AL",1,162,103,59,0.636,"Y",19887501,193082.533980583,443881193,17072353.5769231,0.0448,2105,210869.925415677,8,4274431,0.2738,0.025,0.0014,"Yes","Yes","Yes",0,"No"
"606","1991","OAK","AL",4,162,84,78,0.519,"N",36999167,440466.273809524,613048418,23578785.3076923,0.0604,2104,291372.822243346,1,17111666,0.8604,-0.117,0.0156,"Yes","No","Yes",-7,"No"
"607","1992","OAK","AL",1,162,96,66,0.593,"Y",41035000,427447.916666667,805543323,30982435.5,0.0509,2106,382499.203703704,5,4035833,0.1091,0.074,-0.0095,"Yes","Yes","No",4,"Yes"
"608","1993","OAK","AL",7,162,68,94,0.42,"N",37812333,556063.720588235,901740134,32205004.7857143,0.0419,2268,397592.651675485,11,-3222667,-0.0785,-0.173,-0.009,"No","No","No",6,"Yes"
"609","1994","OAK","AL",2,114,51,63,0.447,"N",34172500,670049.019607843,927836287,33137010.25,0.0368,1599,580260.342088806,13,-3639833,-0.0963,0.027,-0.0051,"No","Yes","No",2,"Yes"
"610","1995","OAK","AL",4,144,67,77,0.465,"N",37739225,563272.014925373,951469367,33981048.8214286,0.0397,2016,471959.01140873,9,3566725,0.1044,0.018,0.0029,"Yes","Yes","Yes",-4,"No"
"611","1996","OAK","AL",3,162,78,84,0.481,"N",21243000,272346.153846154,956983550,34177983.9285714,0.0222,2266,422322.837599294,26,-16496225,-0.4371,0.016,-0.0175,"No","Yes","No",17,"Yes"
"612","1997","OAK","AL",4,162,65,97,0.401,"N",24018500,369515.384615385,1127285885,40260210.1785714,0.0213,2266,497478.325242718,24,2775500,0.1307,-0.08,-0.000900000000000001,"Yes","No","No",-2,"No"
"613","1998","OAK","AL",4,162,74,88,0.457,"N",21303000,287878.378378378,1278282871,42609429.0333333,0.0167,2430,526042.333744856,28,-2715500,-0.1131,0.056,-0.0046,"No","Yes","No",4,"Yes"
"614","1999","OAK","AL",2,162,87,75,0.537,"N",24431833,280825.666666667,1494228750,49807625,0.0164,2427,615669.035846724,27,3128833,0.1469,0.08,-0.000299999999999998,"Yes","Yes","No",-1,"No"
"615","2000","OAK","AL",1,161,91,70,0.565,"Y",31971333,351333.32967033,1666135102,55537836.7333333,0.0192,2428,686217.093080725,25,7539500,0.3086,0.0279999999999999,0.0028,"Yes","Yes","Yes",-2,"No"
"616","2001","OAK","AL",2,162,102,60,0.63,"Y",33810750,331477.941176471,1960663313,65355443.7666667,0.0172,2428,807521.957578254,29,1839417,0.0575,0.0650000000000001,-0.002,"Yes","Yes","No",4,"Yes"
"617","2002","OAK","AL",1,162,103,59,0.636,"Y",40004167,388389.970873786,2024077522,67469250.7333333,0.0198,2425,834671.143092784,28,6193417,0.1832,0.00600000000000001,0.0026,"Yes","Yes","Yes",-1,"No"
"618","2003","OAK","AL",1,162,96,66,0.593,"Y",50260834,523550.354166667,2128262128,70942070.9333333,0.0236,2429,876188.607657472,23,10256667,0.2564,-0.043,0.0038,"Yes","No","Yes",-5,"No"
"619","2004","OAK","AL",2,162,91,71,0.562,"N",59425667,653029.307692308,2070665943,69022198.1,0.0287,2428,852827.818369028,16,9164833,0.1823,-0.0309999999999999,0.0051,"Yes","No","Yes",-7,"No"
"620","2005","OAK","AL",2,162,88,74,0.543,"N",55425762,629838.204545455,2188713398,72957113.2666667,0.0253,2430,900705.102057613,22,-3999905,-0.0673,-0.019,-0.0034,"No","No","No",6,"Yes"
"621","2006","OAK","AL",1,162,93,69,0.574,"Y",62243079,669280.419354839,2321472617,77382420.5666667,0.0268,2429,955731.830794566,21,6817317,0.123,0.0309999999999999,0.0015,"Yes","Yes","Yes",-1,"No"
"622","2007","OAK","AL",3,162,76,86,0.469,"N",79366940,1044301.84210526,2476688987,82556299.5666667,0.032,2431,1018794.31797614,17,17123861,0.2751,-0.105,0.0052,"Yes","No","Yes",-4,"No"
"623","2008","OAK","AL",3,161,75,86,0.466,"N",47967126,639561.68,2684858670,89495289,0.0179,2428,1105790.22652389,28,-31399814,-0.3956,-0.00299999999999995,-0.0141,"No","No","No",11,"Yes"
"624","2009","OAK","AL",4,162,75,87,0.463,"N",61910000,825466.666666667,2664726994,88824233.1333333,0.0232,2430,1096595.47078189,26,13942874,0.2907,-0.003,0.0053,"Yes","No","Yes",-2,"No"
"625","2010","OAK","AL",2,162,81,81,0.5,"N",55254900,682159.259259259,2721359865,90711995.5,0.0203,2430,1119901.17901235,27,-6655100,-0.1075,0.037,-0.0029,"No","Yes","No",1,"Yes"
"626","2011","OAK","AL",3,162,74,88,0.457,"N",66536500,899141.891891892,2784505291,92816843.0333333,0.0239,2429,1146358.70358172,21,11281600,0.2042,-0.043,0.0036,"Yes","No","Yes",-6,"No"
"627","2012","OAK","AL",1,162,94,68,0.58,"Y",55372500,589069.14893617,2932741192,97758039.7333333,0.0189,2430,1206889.37942387,29,-11164000,-0.1678,0.123,-0.005,"No","Yes","No",8,"Yes"
"628","2013","OAK","AL",1,162,96,66,0.593,"Y",60132500,626380.208333333,3034525648,101150854.933333,0.0198,2431,1248262.29864253,26,4760000,0.086,0.013,0.000900000000000001,"Yes","Yes","Yes",-3,"No"
"629","2014","OAK","AL",2,162,88,74,0.543,"Y",72408400,822822.727272727,3192317623,106410587.433333,0.0227,2430,1313710.95596708,27,12275900,0.2041,-0.0499999999999999,0.0029,"Yes","No","Yes",1,"Yes"
"630","2015","OAK","AL",5,162,68,94,0.42,"N",79053501,1162551.48529412,3514142569,117138085.633333,0.0225,2429,1446744.57348703,25,6645101,0.0918,-0.123,-0.000200000000000002,"Yes","No","No",-2,"No"
"631","2016","OAK","AL",5,162,69,93,0.426,"N",86806234,1258061.36231884,3750137392,125004579.733333,0.0231,2427,1545174.03873094,24,7752733,0.0981,0.00600000000000001,6e-04,"Yes","Yes","Yes",-1,"No"
"632","1985","PHI","NL",5,162,75,87,0.463,"N",10124966,134999.546666667,261964696,10075565.2307692,0.0387,2101,124685.719181342,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","1986","PHI","NL",2,161,86,75,0.534,"N",11590166,134769.372093023,307854518,11840558.3846154,0.0376,2102,146457.905803996,13,1465200,0.1447,0.071,-0.0011,"Yes","Yes","No",0,"No"
"634","1987","PHI","NL",4,162,80,82,0.494,"N",11514233,143927.9125,272575375,10483668.2692308,0.0422,2105,129489.489311164,13,-75933,-0.0066,-0.04,0.0046,"No","No","Yes",0,"No"
"635","1988","PHI","NL",6,162,65,96,0.404,"N",13838000,212892.307692308,300452424,11555862.4615385,0.0461,2098,143208.972354623,6,2323767,0.2018,-0.09,0.0039,"Yes","No","Yes",-7,"No"
"636","1989","PHI","NL",6,163,67,95,0.414,"N",10604000,158268.656716418,359995711,13845988.8846154,0.0295,2103,171181.983357109,22,-3234000,-0.2337,0.00999999999999995,-0.0166,"No","Yes","No",16,"Yes"
"637","1990","PHI","NL",4,162,77,85,0.475,"N",13173667,171086.584415584,443881193,17072353.5769231,0.0297,2105,210869.925415677,23,2569667,0.2423,0.061,0.000200000000000002,"Yes","Yes","Yes",1,"Yes"
"638","1991","PHI","NL",3,162,78,84,0.481,"N",22487332,288299.128205128,613048418,23578785.3076923,0.0367,2104,291372.822243346,15,9313665,0.707,0.00600000000000001,0.007,"Yes","Yes","Yes",-8,"No"
"639","1992","PHI","NL",6,162,70,92,0.432,"N",24383834,348340.485714286,805543323,30982435.5,0.0303,2106,382499.203703704,21,1896502,0.0843,-0.049,-0.0064,"Yes","No","No",6,"Yes"
"640","1993","PHI","NL",1,162,97,65,0.599,"Y",28538334,294209.628865979,901740134,32205004.7857143,0.0316,2268,397592.651675485,19,4154500,0.1704,0.167,0.0013,"Yes","Yes","Yes",-2,"No"
"641","1994","PHI","NL",4,115,54,61,0.47,"N",31599000,585166.666666667,927836287,33137010.25,0.0341,1599,580260.342088806,16,3060666,0.1072,-0.129,0.0025,"Yes","No","Yes",-3,"No"
"642","1995","PHI","NL",2,144,69,75,0.479,"N",30555945,442839.782608696,951469367,33981048.8214286,0.0321,2016,471959.01140873,19,-1043055,-0.033,0.00900000000000001,-0.002,"No","Yes","No",3,"Yes"
"643","1996","PHI","NL",5,162,67,95,0.414,"N",34314500,512156.71641791,956983550,34177983.9285714,0.0359,2266,422322.837599294,14,3758555,0.123,-0.065,0.0038,"Yes","No","Yes",-5,"No"
"644","1997","PHI","NL",5,162,68,94,0.42,"N",36656500,539066.176470588,1127285885,40260210.1785714,0.0325,2266,497478.325242718,18,2342000,0.0683,0.00600000000000001,-0.0034,"Yes","Yes","No",4,"Yes"
"645","1998","PHI","NL",3,162,75,87,0.463,"N",36297500,483966.666666667,1278282871,42609429.0333333,0.0284,2430,526042.333744856,21,-359000,-0.0098,0.043,-0.0041,"No","Yes","No",3,"Yes"
"646","1999","PHI","NL",3,162,77,85,0.475,"N",31692500,411590.909090909,1494228750,49807625,0.0212,2427,615669.035846724,23,-4605000,-0.1269,0.012,-0.0072,"No","Yes","No",2,"Yes"
